raw_id,t_group,t_start,sorted_record_index,source_t_group,source_record_index,element,edge_x,edge_y,edge_z,edge_L,edge_tcoord,edge_tL,edge_dir,source_h0,source_h1,source_h2,source_h3,source_h4,source_h5,source_h6,source_h7,face_axis,face_axis_role,face_side,h0,h1,h2,h3,t0,t1,t2,t3,A,B,root_num,root_den,u_num,u_den,v_num,v_den,logical_incidence_id,canonical_event_id
cache=0:1:1348560;source=0:262787;face=0:1,0,1,1348560,0,262787,1,830,1098,1071,11,1,1,2,55900:0,55910:0,55907:0,55902:0,55900:0,55914:0,55901:0,55902:0,0,temporal_neighbour,1,55900:0,55901:0,55902:0,55914:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=55900:0|55901:0|55902:0|55914:0;edge=830,1098,1071,11,1,1,2,1","element=1;role=temporal_neighbour;face=55900:0|55901:0|55902:0|55914:0"
cache=0:1:1348561;source=0:262789;face=0:0,0,1,1348561,0,262789,2,830,1098,1072,11,1,1,2,446303:0,446321:0,446315:0,446305:0,446303:0,446327:0,446304:0,446305:0,0,temporal_neighbour,0,446303:0,446315:0,446305:0,446321:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=446303:0|446315:0|446305:0|446321:0;edge=830,1098,1072,11,1,1,2,2","element=2;role=temporal_neighbour;face=446303:0|446315:0|446305:0|446321:0"
cache=0:1:1348561;source=0:262789;face=0:1,0,1,1348561,0,262789,2,830,1098,1072,11,1,1,2,446303:0,446321:0,446315:0,446305:0,446303:0,446327:0,446304:0,446305:0,0,temporal_neighbour,1,446303:0,446304:0,446305:0,446327:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=446303:0|446304:0|446305:0|446327:0;edge=830,1098,1072,11,1,1,2,2","element=2;role=temporal_neighbour;face=446303:0|446304:0|446305:0|446327:0"
cache=0:1:1351652;source=0:426695;face=0:0,0,1,1351652,0,426695,1,1732,2156,2143,12,1,1,2,52945:0,52984:0,52970:0,52947:0,52945:0,53006:0,52946:0,52947:0,0,temporal_neighbour,0,52945:0,52970:0,52947:0,52984:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=52945:0|52970:0|52947:0|52984:0;edge=1732,2156,2143,12,1,1,2,1","element=1;role=temporal_neighbour;face=52945:0|52970:0|52947:0|52984:0"
cache=0:1:1351652;source=0:426695;face=0:1,0,1,1351652,0,426695,1,1732,2156,2143,12,1,1,2,52945:0,52984:0,52970:0,52947:0,52945:0,53006:0,52946:0,52947:0,0,temporal_neighbour,1,52945:0,52946:0,52947:0,53006:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=52945:0|52946:0|52947:0|53006:0;edge=1732,2156,2143,12,1,1,2,1","element=1;role=temporal_neighbour;face=52945:0|52946:0|52947:0|53006:0"
cache=0:1:1351653;source=0:426696;face=0:0,0,1,1351653,0,426696,2,1732,2156,2143,12,1,1,2,439964:0,439988:0,439979:0,439966:0,439964:0,440002:0,439965:0,439966:0,0,temporal_neighbour,0,439964:0,439979:0,439966:0,439988:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=439964:0|439979:0|439966:0|439988:0;edge=1732,2156,2143,12,1,1,2,2","element=2;role=temporal_neighbour;face=439964:0|439979:0|439966:0|439988:0"
cache=0:1:1351653;source=0:426696;face=0:1,0,1,1351653,0,426696,2,1732,2156,2143,12,1,1,2,439964:0,439988:0,439979:0,439966:0,439964:0,440002:0,439965:0,439966:0,0,temporal_neighbour,1,439964:0,439965:0,439966:0,440002:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=439964:0|439965:0|439966:0|440002:0;edge=1732,2156,2143,12,1,1,2,2","element=2;role=temporal_neighbour;face=439964:0|439965:0|439966:0|440002:0"
cache=0:1:1366900;source=0:1086748;face=0:0,0,1,1366900,0,1086748,1,3956,4080,4140,13,1,1,1,32433:0,32441:0,8121:0,32457:0,32435:0,32441:0,8121:0,32461:0,0,temporal_neighbour,0,8121:0,32433:0,32441:0,32457:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=8121:0|32433:0|32441:0|32457:0;edge=3956,4080,4140,13,1,1,1,1","element=1;role=temporal_neighbour;face=8121:0|32433:0|32441:0|32457:0"
cache=0:1:1366900;source=0:1086748;face=0:1,0,1,1366900,0,1086748,1,3956,4080,4140,13,1,1,1,32433:0,32441:0,8121:0,32457:0,32435:0,32441:0,8121:0,32461:0,0,temporal_neighbour,1,8121:0,32435:0,32441:0,32461:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=8121:0|32435:0|32441:0|32461:0;edge=3956,4080,4140,13,1,1,1,1","element=1;role=temporal_neighbour;face=8121:0|32435:0|32441:0|32461:0"
cache=0:1:1373424;source=0:1191124;face=0:0,0,1,1373424,0,1191124,4,3996,4172,4133,13,1,1,2,1211916:0,1100858:0,1211927:0,1211993:0,1211918:0,1100858:0,1211927:0,1211995:0,0,temporal_neighbour,0,1100858:0,1211916:0,1211927:0,1211993:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1100858:0|1211916:0|1211927:0|1211993:0;edge=3996,4172,4133,13,1,1,2,4","element=4;role=temporal_neighbour;face=1100858:0|1211916:0|1211927:0|1211993:0"
cache=0:1:1373424;source=0:1191124;face=0:1,0,1,1373424,0,1191124,4,3996,4172,4133,13,1,1,2,1211916:0,1100858:0,1211927:0,1211993:0,1211918:0,1100858:0,1211927:0,1211995:0,0,temporal_neighbour,1,1100858:0,1211918:0,1211927:0,1211995:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1100858:0|1211918:0|1211927:0|1211995:0;edge=3996,4172,4133,13,1,1,2,4","element=4;role=temporal_neighbour;face=1100858:0|1211918:0|1211927:0|1211995:0"
cache=0:1:1380650;source=0:1238276;face=0:0,0,1,1380650,0,1238276,2,4017,4164,4136,13,1,1,0,383811:0,652228:0,653114:0,653191:0,383811:0,652241:0,653115:0,653191:0,0,temporal_neighbour,0,383811:0,652228:0,653191:0,653114:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=383811:0|652228:0|653191:0|653114:0;edge=4017,4164,4136,13,1,1,0,2","element=2;role=temporal_neighbour;face=383811:0|652228:0|653191:0|653114:0"
cache=0:1:1380650;source=0:1238276;face=0:1,0,1,1380650,0,1238276,2,4017,4164,4136,13,1,1,0,383811:0,652228:0,653114:0,653191:0,383811:0,652241:0,653115:0,653191:0,0,temporal_neighbour,1,383811:0,652241:0,653191:0,653115:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=383811:0|652241:0|653191:0|653115:0;edge=4017,4164,4136,13,1,1,0,2","element=2;role=temporal_neighbour;face=383811:0|652241:0|653191:0|653115:0"
cache=0:1:1389547;source=0:1277256;face=0:0,0,1,1389547,0,1277256,1,4032,4216,4123,13,1,1,2,151547:0,18402:0,18509:0,159867:0,151561:0,18402:0,18509:0,159890:0,0,temporal_neighbour,0,18402:0,151547:0,18509:0,159867:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=18402:0|151547:0|18509:0|159867:0;edge=4032,4216,4123,13,1,1,2,1","element=1;role=temporal_neighbour;face=18402:0|151547:0|18509:0|159867:0"
cache=0:1:1389547;source=0:1277256;face=0:1,0,1,1389547,0,1277256,1,4032,4216,4123,13,1,1,2,151547:0,18402:0,18509:0,159867:0,151561:0,18402:0,18509:0,159890:0,0,temporal_neighbour,1,18402:0,151561:0,18509:0,159890:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=18402:0|151561:0|18509:0|159890:0;edge=4032,4216,4123,13,1,1,2,1","element=1;role=temporal_neighbour;face=18402:0|151561:0|18509:0|159890:0"
cache=0:1:1396304;source=0:1314867;face=0:0,0,1,1396304,0,1314867,2,4048,4232,4128,13,1,1,2,731163:0,384086:0,384089:0,731681:0,731171:0,384086:0,384089:0,731687:0,0,temporal_neighbour,0,384086:0,731163:0,384089:0,731681:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=384086:0|731163:0|384089:0|731681:0;edge=4048,4232,4128,13,1,1,2,2","element=2;role=temporal_neighbour;face=384086:0|731163:0|384089:0|731681:0"
cache=0:1:1396304;source=0:1314867;face=0:1,0,1,1396304,0,1314867,2,4048,4232,4128,13,1,1,2,731163:0,384086:0,384089:0,731681:0,731171:0,384086:0,384089:0,731687:0,0,temporal_neighbour,1,384086:0,731171:0,384089:0,731687:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=384086:0|731171:0|384089:0|731687:0;edge=4048,4232,4128,13,1,1,2,2","element=2;role=temporal_neighbour;face=384086:0|731171:0|384089:0|731687:0"
cache=0:1:1412575;source=0:1505778;face=0:0,0,1,1412575,0,1505778,1,714,1162,1108,11,1,1,2,37389:0,37402:0,37397:0,37391:0,37389:0,37403:0,37390:0,37391:0,0,temporal_neighbour,0,37389:0,37397:0,37391:0,37402:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=37389:0|37397:0|37391:0|37402:0;edge=714,1162,1108,11,1,1,2,1","element=1;role=temporal_neighbour;face=37389:0|37397:0|37391:0|37402:0"
cache=0:1:1412575;source=0:1505778;face=0:1,0,1,1412575,0,1505778,1,714,1162,1108,11,1,1,2,37389:0,37402:0,37397:0,37391:0,37389:0,37403:0,37390:0,37391:0,0,temporal_neighbour,1,37389:0,37390:0,37391:0,37403:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=37389:0|37390:0|37391:0|37403:0;edge=714,1162,1108,11,1,1,2,1","element=1;role=temporal_neighbour;face=37389:0|37390:0|37391:0|37403:0"
cache=0:1:1412576;source=0:1505779;face=0:0,0,1,1412576,0,1505779,2,714,1162,1108,11,1,1,2,415792:0,415810:0,415805:0,415794:0,415792:0,415812:0,415793:0,415794:0,0,temporal_neighbour,0,415792:0,415805:0,415794:0,415810:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=415792:0|415805:0|415794:0|415810:0;edge=714,1162,1108,11,1,1,2,2","element=2;role=temporal_neighbour;face=415792:0|415805:0|415794:0|415810:0"
cache=0:1:1412576;source=0:1505779;face=0:1,0,1,1412576,0,1505779,2,714,1162,1108,11,1,1,2,415792:0,415810:0,415805:0,415794:0,415792:0,415812:0,415793:0,415794:0,0,temporal_neighbour,1,415792:0,415793:0,415794:0,415812:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=415792:0|415793:0|415794:0|415812:0;edge=714,1162,1108,11,1,1,2,2","element=2;role=temporal_neighbour;face=415792:0|415793:0|415794:0|415812:0"
cache=0:1:1412817;source=0:1513912;face=0:0,0,1,1412817,0,1513912,1,724,1156,1112,11,1,1,2,17683:0,37791:0,37773:0,37797:0,17683:0,37778:0,37771:0,37797:0,0,temporal_neighbour,0,17683:0,37773:0,37797:0,37791:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17683:0|37773:0|37797:0|37791:0;edge=724,1156,1112,11,1,1,2,1","element=1;role=temporal_neighbour;face=17683:0|37773:0|37797:0|37791:0"
cache=0:1:1412817;source=0:1513912;face=0:1,0,1,1412817,0,1513912,1,724,1156,1112,11,1,1,2,17683:0,37791:0,37773:0,37797:0,17683:0,37778:0,37771:0,37797:0,0,temporal_neighbour,1,17683:0,37771:0,37797:0,37778:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17683:0|37771:0|37797:0|37778:0;edge=724,1156,1112,11,1,1,2,1","element=1;role=temporal_neighbour;face=17683:0|37771:0|37797:0|37778:0"
cache=0:1:1412818;source=0:1513913;face=0:0,0,1,1412818,0,1513913,2,724,1156,1112,11,1,1,2,383182:0,416315:0,416281:0,416323:0,383182:0,416294:0,416278:0,416323:0,0,temporal_neighbour,0,383182:0,416281:0,416323:0,416315:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=383182:0|416281:0|416323:0|416315:0;edge=724,1156,1112,11,1,1,2,2","element=2;role=temporal_neighbour;face=383182:0|416281:0|416323:0|416315:0"
cache=0:1:1412818;source=0:1513913;face=0:1,0,1,1412818,0,1513913,2,724,1156,1112,11,1,1,2,383182:0,416315:0,416281:0,416323:0,383182:0,416294:0,416278:0,416323:0,0,temporal_neighbour,1,383182:0,416278:0,416323:0,416294:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=383182:0|416278:0|416323:0|416294:0;edge=724,1156,1112,11,1,1,2,2","element=2;role=temporal_neighbour;face=383182:0|416278:0|416323:0|416294:0"
cache=0:1:1412913;source=0:1521362;face=0:0,0,1,1412913,0,1521362,1,732,1152,1108,11,1,1,2,17404:0,37508:0,35188:0,37523:0,17404:0,37514:0,35186:0,37523:0,0,temporal_neighbour,0,17404:0,35188:0,37523:0,37508:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17404:0|35188:0|37523:0|37508:0;edge=732,1152,1108,11,1,1,2,1","element=1;role=temporal_neighbour;face=17404:0|35188:0|37523:0|37508:0"
cache=0:1:1412913;source=0:1521362;face=0:1,0,1,1412913,0,1521362,1,732,1152,1108,11,1,1,2,17404:0,37508:0,35188:0,37523:0,17404:0,37514:0,35186:0,37523:0,0,temporal_neighbour,1,17404:0,35186:0,37523:0,37514:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17404:0|35186:0|37523:0|37514:0;edge=732,1152,1108,11,1,1,2,1","element=1;role=temporal_neighbour;face=17404:0|35186:0|37523:0|37514:0"
cache=0:1:1412914;source=0:1521363;face=0:0,0,1,1412914,0,1521363,2,732,1152,1108,11,1,1,2,382907:0,415955:0,412031:0,415978:0,382907:0,415961:0,412028:0,415978:0,0,temporal_neighbour,0,382907:0,412031:0,415978:0,415955:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=382907:0|412031:0|415978:0|415955:0;edge=732,1152,1108,11,1,1,2,2","element=2;role=temporal_neighbour;face=382907:0|412031:0|415978:0|415955:0"
cache=0:1:1412914;source=0:1521363;face=0:1,0,1,1412914,0,1521363,2,732,1152,1108,11,1,1,2,382907:0,415955:0,412031:0,415978:0,382907:0,415961:0,412028:0,415978:0,0,temporal_neighbour,1,382907:0,412028:0,415978:0,415961:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=382907:0|412028:0|415978:0|415961:0;edge=732,1152,1108,11,1,1,2,2","element=2;role=temporal_neighbour;face=382907:0|412028:0|415978:0|415961:0"
cache=0:1:1413153;source=0:1541686;face=0:0,0,1,1413153,0,1541686,1,750,1142,1096,11,1,1,2,35234:0,35241:0,35239:0,35236:0,35234:0,35247:0,35235:0,35236:0,0,temporal_neighbour,0,35234:0,35239:0,35236:0,35241:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=35234:0|35239:0|35236:0|35241:0;edge=750,1142,1096,11,1,1,2,1","element=1;role=temporal_neighbour;face=35234:0|35239:0|35236:0|35241:0"
cache=0:1:1413153;source=0:1541686;face=0:1,0,1,1413153,0,1541686,1,750,1142,1096,11,1,1,2,35234:0,35241:0,35239:0,35236:0,35234:0,35247:0,35235:0,35236:0,0,temporal_neighbour,1,35234:0,35235:0,35236:0,35247:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=35234:0|35235:0|35236:0|35247:0;edge=750,1142,1096,11,1,1,2,1","element=1;role=temporal_neighbour;face=35234:0|35235:0|35236:0|35247:0"
cache=0:1:1413154;source=0:1541687;face=0:0,0,1,1413154,0,1541687,2,750,1142,1096,11,1,1,2,412087:0,412101:0,412098:0,412090:0,412087:0,412109:0,412089:0,412090:0,0,temporal_neighbour,0,412087:0,412098:0,412090:0,412101:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=412087:0|412098:0|412090:0|412101:0;edge=750,1142,1096,11,1,1,2,2","element=2;role=temporal_neighbour;face=412087:0|412098:0|412090:0|412101:0"
cache=0:1:1413154;source=0:1541687;face=0:1,0,1,1413154,0,1541687,2,750,1142,1096,11,1,1,2,412087:0,412101:0,412098:0,412090:0,412087:0,412109:0,412089:0,412090:0,0,temporal_neighbour,1,412087:0,412089:0,412090:0,412109:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=412087:0|412089:0|412090:0|412109:0;edge=750,1142,1096,11,1,1,2,2","element=2;role=temporal_neighbour;face=412087:0|412089:0|412090:0|412109:0"
cache=0:1:1413302;source=0:1552190;face=0:0,0,1,1413302,0,1552190,1,758,1138,1091,11,1,1,2,35422:0,35437:0,35436:0,35427:0,35422:0,35439:0,35423:0,35427:0,0,temporal_neighbour,0,35422:0,35436:0,35427:0,35437:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=35422:0|35436:0|35427:0|35437:0;edge=758,1138,1091,11,1,1,2,1","element=1;role=temporal_neighbour;face=35422:0|35436:0|35427:0|35437:0"
cache=0:1:1413302;source=0:1552190;face=0:1,0,1,1413302,0,1552190,1,758,1138,1091,11,1,1,2,35422:0,35437:0,35436:0,35427:0,35422:0,35439:0,35423:0,35427:0,0,temporal_neighbour,1,35422:0,35423:0,35427:0,35439:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=35422:0|35423:0|35427:0|35439:0;edge=758,1138,1091,11,1,1,2,1","element=1;role=temporal_neighbour;face=35422:0|35423:0|35427:0|35439:0"
cache=0:1:1413303;source=0:1552191;face=0:0,0,1,1413303,0,1552191,2,758,1138,1091,11,1,1,2,412333:0,412346:0,412344:0,412336:0,412333:0,412348:0,412334:0,412336:0,0,temporal_neighbour,0,412333:0,412344:0,412336:0,412346:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=412333:0|412344:0|412336:0|412346:0;edge=758,1138,1091,11,1,1,2,2","element=2;role=temporal_neighbour;face=412333:0|412344:0|412336:0|412346:0"
cache=0:1:1413303;source=0:1552191;face=0:1,0,1,1413303,0,1552191,2,758,1138,1091,11,1,1,2,412333:0,412346:0,412344:0,412336:0,412333:0,412348:0,412334:0,412336:0,0,temporal_neighbour,1,412333:0,412334:0,412336:0,412348:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=412333:0|412334:0|412336:0|412348:0;edge=758,1138,1091,11,1,1,2,2","element=2;role=temporal_neighbour;face=412333:0|412334:0|412336:0|412348:0"
cache=0:1:1413305;source=0:1552193;face=0:0,0,1,1413305,0,1552193,4,758,1138,1091,11,1,1,2,1115429:0,1115432:0,1115434:0,1115431:0,1115429:0,1115430:0,1115438:0,1115431:0,0,temporal_neighbour,0,1115429:0,1115432:0,1115431:0,1115434:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1115429:0|1115432:0|1115431:0|1115434:0;edge=758,1138,1091,11,1,1,2,4","element=4;role=temporal_neighbour;face=1115429:0|1115432:0|1115431:0|1115434:0"
cache=0:1:1413305;source=0:1552193;face=0:1,0,1,1413305,0,1552193,4,758,1138,1091,11,1,1,2,1115429:0,1115432:0,1115434:0,1115431:0,1115429:0,1115430:0,1115438:0,1115431:0,0,temporal_neighbour,1,1115429:0,1115430:0,1115431:0,1115438:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1115429:0|1115430:0|1115431:0|1115438:0;edge=758,1138,1091,11,1,1,2,4","element=4;role=temporal_neighbour;face=1115429:0|1115430:0|1115431:0|1115438:0"
cache=0:1:1413306;source=0:1552198;face=0:0,0,1,1413306,0,1552198,4,758,1138,1092,11,1,1,2,1115459:0,1115464:0,1115462:0,1115461:0,1115459:0,1115470:0,1115460:0,1115461:0,0,temporal_neighbour,0,1115459:0,1115462:0,1115461:0,1115464:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1115459:0|1115462:0|1115461:0|1115464:0;edge=758,1138,1092,11,1,1,2,4","element=4;role=temporal_neighbour;face=1115459:0|1115462:0|1115461:0|1115464:0"
cache=0:1:1413306;source=0:1552198;face=0:1,0,1,1413306,0,1552198,4,758,1138,1092,11,1,1,2,1115459:0,1115464:0,1115462:0,1115461:0,1115459:0,1115470:0,1115460:0,1115461:0,0,temporal_neighbour,1,1115459:0,1115460:0,1115461:0,1115470:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1115459:0|1115460:0|1115461:0|1115470:0;edge=758,1138,1092,11,1,1,2,4","element=4;role=temporal_neighbour;face=1115459:0|1115460:0|1115461:0|1115470:0"
cache=0:1:1413323;source=0:1554619;face=0:0,0,1,1413323,0,1554619,1,760,1136,1090,11,1,1,2,35193:0,35432:0,35203:0,35545:0,35193:0,35423:0,35198:0,35545:0,0,temporal_neighbour,0,35193:0,35203:0,35545:0,35432:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=35193:0|35203:0|35545:0|35432:0;edge=760,1136,1090,11,1,1,2,1","element=1;role=temporal_neighbour;face=35193:0|35203:0|35545:0|35432:0"
cache=0:1:1413323;source=0:1554619;face=0:1,0,1,1413323,0,1554619,1,760,1136,1090,11,1,1,2,35193:0,35432:0,35203:0,35545:0,35193:0,35423:0,35198:0,35545:0,0,temporal_neighbour,1,35193:0,35198:0,35545:0,35423:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=35193:0|35198:0|35545:0|35423:0;edge=760,1136,1090,11,1,1,2,1","element=1;role=temporal_neighbour;face=35193:0|35198:0|35545:0|35423:0"
cache=0:1:1413325;source=0:1554623;face=0:0,0,1,1413325,0,1554623,2,760,1136,1091,11,1,1,2,412044:0,412343:0,412055:0,412499:0,412044:0,412334:0,412050:0,412499:0,0,temporal_neighbour,0,412044:0,412055:0,412499:0,412343:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=412044:0|412055:0|412499:0|412343:0;edge=760,1136,1091,11,1,1,2,2","element=2;role=temporal_neighbour;face=412044:0|412055:0|412499:0|412343:0"
cache=0:1:1413325;source=0:1554623;face=0:1,0,1,1413325,0,1554623,2,760,1136,1091,11,1,1,2,412044:0,412343:0,412055:0,412499:0,412044:0,412334:0,412050:0,412499:0,0,temporal_neighbour,1,412044:0,412050:0,412499:0,412334:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=412044:0|412050:0|412499:0|412334:0;edge=760,1136,1091,11,1,1,2,2","element=2;role=temporal_neighbour;face=412044:0|412050:0|412499:0|412334:0"
cache=0:1:1413455;source=0:1565219;face=0:0,0,1,1413455,0,1565219,4,768,1132,1080,11,1,1,2,1100081:0,1127205:0,1115277:0,1127256:0,1100081:0,1127203:0,1115279:0,1127256:0,0,temporal_neighbour,0,1100081:0,1115277:0,1127256:0,1127205:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1100081:0|1115277:0|1127256:0|1127205:0;edge=768,1132,1080,11,1,1,2,4","element=4;role=temporal_neighbour;face=1100081:0|1115277:0|1127256:0|1127205:0"
cache=0:1:1413455;source=0:1565219;face=0:1,0,1,1413455,0,1565219,4,768,1132,1080,11,1,1,2,1100081:0,1127205:0,1115277:0,1127256:0,1100081:0,1127203:0,1115279:0,1127256:0,0,temporal_neighbour,1,1100081:0,1115279:0,1127256:0,1127203:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1100081:0|1115279:0|1127256:0|1127203:0;edge=768,1132,1080,11,1,1,2,4","element=4;role=temporal_neighbour;face=1100081:0|1115279:0|1127256:0|1127203:0"
cache=0:1:1413456;source=0:1565226;face=0:0,0,1,1413456,0,1565226,1,768,1132,1081,11,1,1,2,17358:0,34939:0,56906:0,56949:0,17358:0,34941:0,56900:0,56949:0,0,temporal_neighbour,0,17358:0,34939:0,56949:0,56906:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17358:0|34939:0|56949:0|56906:0;edge=768,1132,1081,11,1,1,2,1","element=1;role=temporal_neighbour;face=17358:0|34939:0|56949:0|56906:0"
cache=0:1:1413456;source=0:1565226;face=0:1,0,1,1413456,0,1565226,1,768,1132,1081,11,1,1,2,17358:0,34939:0,56906:0,56949:0,17358:0,34941:0,56900:0,56949:0,0,temporal_neighbour,1,17358:0,34941:0,56949:0,56900:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=1;role=temporal_neighbour;face=17358:0|34941:0|56949:0|56900:0;edge=768,1132,1081,11,1,1,2,1","element=1;role=temporal_neighbour;face=17358:0|34941:0|56949:0|56900:0"
cache=0:1:1413457;source=0:1565227;face=0:0,0,1,1413457,0,1565227,4,768,1132,1081,11,1,1,2,1100081:0,1115278:0,1127207:0,1127260:0,1100081:0,1115280:0,1127203:0,1127260:0,0,temporal_neighbour,0,1100081:0,1115278:0,1127260:0,1127207:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1100081:0|1115278:0|1127260:0|1127207:0;edge=768,1132,1081,11,1,1,2,4","element=4;role=temporal_neighbour;face=1100081:0|1115278:0|1127260:0|1127207:0"
cache=0:1:1413457;source=0:1565227;face=0:1,0,1,1413457,0,1565227,4,768,1132,1081,11,1,1,2,1100081:0,1115278:0,1127207:0,1127260:0,1100081:0,1115280:0,1127203:0,1127260:0,0,temporal_neighbour,1,1100081:0,1115280:0,1127260:0,1127203:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=4;role=temporal_neighbour;face=1100081:0|1115280:0|1127260:0|1127203:0;edge=768,1132,1081,11,1,1,2,4","element=4;role=temporal_neighbour;face=1100081:0|1115280:0|1127260:0|1127203:0"
cache=0:1:1413462;source=0:1565234;face=0:0,0,1,1413462,0,1565234,2,768,1132,1082,11,1,1,2,382858:0,411758:0,447714:0,447801:0,382858:0,411765:0,447696:0,447801:0,0,temporal_neighbour,0,382858:0,411758:0,447801:0,447714:0,2,1,2,1,2,3,3,2,1,2,1,2,"element=2;role=temporal_neighbour;face=382858:0|411758:0|447801:0|447714:0;edge=768,1132,1082,11,1,1,2,2","element=2;role=temporal_neighbour;face=382858:0|411758:0|447801:0|447714:0"
cache=0:1:1413462;source=0:1565234;face=0:1,0,1,1413462,0,1565234,2,768,1132,1082,11,1,1,2,382858:0,411758:0,447714:0,447801:0,382858:0,411765:0,447696:0,447801:0,0,temporal_neighbour,1,382858:0,411765:0,447801:0,447696:0,2,3,2,3,-2,-5,5,2,1,2,1,2,"element=2;role=temporal_neighbour;face=382858:0|411765:0|447801:0|447696:0;edge=768,1132,1082,11,1,1,2,2","element=2;role=temporal_neighbour;face=382858:0|411765:0|447801:0|447696:0"
